SSS,Longitude,Latitude
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 1,145.343,-19.66
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 2,145.347,-19.6125
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 3,145.348,-19.6085
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 4,145.34,-19.594
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 5,145.358,-19.5927
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 6,145.363,-19.5985
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 7,145.371,-19.5795
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 8,145.377,-19.5787
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 9,145.441,-19.6816
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 10,145.441,-19.6867
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 11,145.449,-19.6986
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 12,145.46,-19.7001
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 13,145.453,-19.7026
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 14,145.45,-19.6847
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 15,145.459,-19.6863
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 16,145.464,-19.6868
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 17,145.498,-19.6818
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 18,145.503,-19.682
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 19,145.599,-19.8453
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 20,145.615,-19.831
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 21,145.618,-19.8152
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 22,145.618,-19.8109
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 23,145.635,-19.8173
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 24,145.64,-19.8169
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 25,145.651,-19.8291
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 26,145.643,-19.838
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 27,145.636,-19.8382
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 28,145.624,-19.8394
FE1_2011__Kutt 1 29,145.592,-19.8571
FE1_2011__Kutt 1 29,145.592,-19.8571
